Country,Emirate,Education,Occupation,Gender,Marital Status,Coverage,Income,cluster
Pakistan,Dubai,Bachelor,Employed,F,Married,Extended,63287,0
UAE,Dubai,High School or Below,Employed,F,Married,Premium,74871,0
Philipines,Dubai,High School or Below,Employed,F,Married,Extended,37995,0
India,Dubai,High School or Below,Self-Employed,F,Divorced,Extended,0,0
Other,Abu Dhabi,College,Self-Employed,F,Married,Extended,0,0
China,Sharjah,High School or Below,Employed,M,Single,Extended,64706,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
Philipines,Dubai,College,Employed,M,Divorced,Basic,29500,2
Philipines,Dubai,College,Self-Employed,M,Single,Basic,0,2
China,Abu Dhabi,Bachelor,Government,F,Married,Extended,26410,0
India,Abu Dhabi,Master,Employed,M,Married,Extended,97832,1
Pakistan,Dubai,College,Employed,F,Married,Extended,94903,0
Pakistan,Dubai,High School or Below,Employed,F,Divorced,Extended,62473,0
China,Sharjah,College,Employed,M,Married,Basic,85704,1
Pakistan,Abu Dhabi,Bachelor,Employed,M,Single,Extended,74270,1
Pakistan,Dubai,Master,Government,F,Divorced,Basic,22886,0
India,Abu Dhabi,College,Employed,F,Married,Extended,36464,1
India,Abu Dhabi,Bachelor,Employed,F,Divorced,Extended,33599,1
Pakistan,Sharjah,College,Government,M,Married,Basic,20819,1
India,Sharjah,College,Enterpreneur,F,Divorced,Extended,29095,0
India,Sharjah,College,Employed,M,Single,Extended,30852,1
India,Dubai,High School or Below,Employed,M,Married,Basic,48448,1
UAE,Dubai,Bachelor,Enterpreneur,F,Single,Premium,20079,0
India,Dubai,High School or Below,Enterpreneur,M,Single,Basic,12430,2
Philipines,Dubai,Bachelor,Employed,M,Married,Extended,47669,1
Philipines,Sharjah,Bachelor,Employed,M,Divorced,Extended,40794,1
India,Sharjah,Bachelor,Employed,M,Married,Basic,95340,1
Pakistan,Dubai,Bachelor,Government,M,Married,Basic,14476,2
UAE,Dubai,College,Self-Employed,F,Single,Premium,0,0
India,Dubai,High School or Below,Employed,M,Married,Extended,26116,1
India,Dubai,Bachelor,Retired,M,Married,Basic,12454,2
Pakistan,Dubai,High School or Below,Employed,F,Married,Extended,48245,0
UAE,Dubai,High School or Below,Self-Employed,M,Married,Premium,0,2
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
China,Dubai,College,Employed,F,Married,Basic,37478,0
Pakistan,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Sharjah,College,Employed,F,Married,Extended,45732,1
India,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
Other,Sharjah,Bachelor,Employed,M,Married,Basic,65978,1
Philipines,Dubai,College,Self-Employed,M,Married,Basic,0,2
China,Dubai,College,Employed,F,Married,Basic,58467,0
Other,Dubai,College,Employed,F,Married,Basic,82427,0
China,Sharjah,Bachelor,Employed,M,Married,Basic,33811,1
Pakistan,Dubai,High School or Below,Self-Employed,M,Divorced,Basic,0,2
India,Dubai,Master,Employed,F,Single,Basic,37675,0
Philipines,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Self-Employed,F,Single,Basic,0,0
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Other,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
China,Abu Dhabi,College,Government,M,Married,Basic,19851,1
Other,Dubai,High School or Below,Self-Employed,F,Married,Extended,0,0
Philipines,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
Pakistan,Dubai,High School or Below,Employed,F,Married,Basic,28360,0
India,Dubai,High School or Below,Employed,M,Married,Basic,70833,1
Philipines,Dubai,Master,Self-Employed,F,Married,Basic,0,0
India,Dubai,Bachelor,Employed,F,Divorced,Extended,62421,0
Pakistan,Abu Dhabi,Bachelor,Government,F,Married,Basic,13933,1
China,Abu Dhabi,Bachelor,Employed,F,Married,Extended,40513,1
Pakistan,Dubai,College,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,Master,Employed,M,Married,Extended,47259,1
India,Sharjah,Master,Employed,M,Single,Basic,35039,1
India,Dubai,College,Self-Employed,F,Single,Basic,0,0
UAE,Dubai,High School or Below,Employed,M,Single,Premium,92539,2
Pakistan,Dubai,College,Self-Employed,F,Single,Basic,0,0
Pakistan,Sharjah,High School or Below,Employed,M,Married,Basic,92038,1
China,Dubai,Bachelor,Employed,M,Married,Basic,51789,1
Philipines,Abu Dhabi,College,Employed,M,Married,Basic,61972,1
Pakistan,Dubai,Doctor,Employed,M,Married,Basic,40870,1
India,Sharjah,High School or Below,Employed,F,Single,Basic,52583,1
Philipines,Abu Dhabi,Bachelor,Employed,F,Single,Basic,79681,1
Pakistan,Dubai,High School or Below,Employed,F,Single,Extended,69792,0
Philipines,Dubai,High School or Below,Government,F,Married,Extended,19794,0
Pakistan,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
UAE,Dubai,Master,Employed,F,Married,Premium,26680,0
India,Sharjah,College,Employed,F,Married,Extended,93272,1
Pakistan,Abu Dhabi,Doctor,Self-Employed,M,Married,Basic,0,2
India,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
Pakistan,Dubai,Bachelor,Employed,M,Married,Extended,21835,1
Philipines,Dubai,College,Self-Employed,F,Single,Basic,0,0
Other,Sharjah,Bachelor,Employed,F,Married,Basic,73054,1
Pakistan,Dubai,Bachelor,Employed,F,Single,Extended,35551,0
India,Dubai,Bachelor,Employed,F,Married,Extended,54507,0
Pakistan,Dubai,Bachelor,Self-Employed,M,Divorced,Basic,0,2
Pakistan,Sharjah,Bachelor,Employed,F,Divorced,Basic,41336,1
India,Dubai,High School or Below,Employed,F,Married,Basic,31972,0
Pakistan,Dubai,College,Government,M,Married,Extended,20416,2
UAE,Abu Dhabi,Bachelor,Employed,M,Married,Premium,46338,1
Pakistan,Dubai,High School or Below,Self-Employed,M,Married,Extended,0,2
India,Dubai,College,Retired,M,Married,Basic,17220,2
Pakistan,Abu Dhabi,College,Employed,M,Married,Basic,37256,1
Philipines,Sharjah,High School or Below,Employed,F,Married,Basic,53602,1
Pakistan,Abu Dhabi,High School or Below,Enterpreneur,F,Married,Basic,24732,1
Pakistan,Dubai,High School or Below,Employed,M,Married,Basic,23867,1
India,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,Bachelor,Employed,F,Divorced,Extended,46503,0
Pakistan,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
UAE,Sharjah,Bachelor,Employed,F,Married,Premium,46268,1
Pakistan,Dubai,College,Employed,F,Single,Basic,60759,0
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,75615,1
Pakistan,Abu Dhabi,College,Employed,M,Single,Basic,73742,1
Philipines,Dubai,College,Self-Employed,M,Single,Extended,0,2
UAE,Dubai,High School or Below,Employed,M,Divorced,Premium,55687,2
Pakistan,Dubai,Bachelor,Employed,M,Single,Basic,74015,2
Other,Dubai,Bachelor,Self-Employed,M,Divorced,Extended,0,2
Pakistan,Dubai,Bachelor,Employed,F,Married,Extended,37056,0
Philipines,Dubai,College,Enterpreneur,F,Single,Basic,12964,0
India,Abu Dhabi,High School or Below,Employed,F,Single,Basic,30916,1
India,Dubai,Bachelor,Self-Employed,M,Divorced,Basic,0,2
Pakistan,Dubai,College,Enterpreneur,F,Single,Basic,12964,0
Pakistan,Dubai,Master,Government,M,Divorced,Basic,26057,2
Philipines,Dubai,Master,Government,F,Divorced,Basic,29981,0
Pakistan,Abu Dhabi,Bachelor,Employed,M,Divorced,Basic,85210,1
UAE,Abu Dhabi,College,Employed,M,Married,Premium,86653,1
Pakistan,Dubai,High School or Below,Self-Employed,M,Divorced,Basic,0,2
India,Dubai,College,Government,M,Married,Extended,22872,2
India,Abu Dhabi,Doctor,Employed,F,Married,Basic,42889,1
India,Sharjah,College,Employed,M,Divorced,Basic,74034,1
Philipines,Dubai,Bachelor,Employed,F,Divorced,Extended,46503,0
Philipines,Dubai,Bachelor,Employed,M,Single,Basic,97361,2
Pakistan,Dubai,Bachelor,Retired,M,Divorced,Basic,25905,2
Philipines,Dubai,Bachelor,Government,M,Single,Extended,16097,2
China,Dubai,High School or Below,Employed,F,Married,Basic,56446,0
China,Abu Dhabi,Master,Enterpreneur,M,Married,Basic,11343,1
India,Dubai,Doctor,Employed,M,Divorced,Extended,24164,2
Pakistan,Dubai,College,Employed,M,Single,Extended,58414,2
Other,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
Philipines,Dubai,High School or Below,Government,F,Married,Basic,24395,0
UAE,Abu Dhabi,Master,Employed,F,Married,Premium,52471,1
Philipines,Sharjah,College,Employed,F,Married,Basic,30009,1
Pakistan,Dubai,Bachelor,Government,F,Married,Basic,23815,0
UAE,Abu Dhabi,Master,Employed,F,Married,Premium,27739,1
China,Sharjah,College,Employed,M,Single,Basic,37876,1
India,Dubai,Bachelor,Self-Employed,M,Divorced,Basic,0,2
China,Dubai,Bachelor,Enterpreneur,F,Married,Basic,14665,0
Pakistan,Abu Dhabi,Bachelor,Self-Employed,F,Divorced,Basic,0,0
India,Dubai,Bachelor,Employed,F,Married,Basic,86595,0
Other,Dubai,College,Government,M,Divorced,Basic,24368,2
Other,Sharjah,Bachelor,Employed,F,Married,Basic,73054,1
Other,Dubai,College,Self-Employed,F,Divorced,Basic,0,0
Pakistan,Sharjah,Bachelor,Employed,M,Married,Extended,50994,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Philipines,Dubai,College,Self-Employed,F,Married,Extended,0,0
Pakistan,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
India,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
India,Sharjah,Bachelor,Employed,M,Single,Basic,28695,1
Philipines,Dubai,College,Employed,F,Married,Extended,72608,0
Pakistan,Dubai,Bachelor,Employed,F,Married,Basic,48381,0
UAE,Dubai,College,Self-Employed,F,Married,Premium,0,0
Philipines,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Pakistan,Dubai,Bachelor,Retired,M,Divorced,Basic,14973,2
Pakistan,Dubai,Bachelor,Retired,F,Single,Basic,24910,0
Other,Abu Dhabi,Doctor,Employed,M,Divorced,Basic,50577,1
Pakistan,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Philipines,Dubai,College,Government,F,Married,Basic,26184,0
UAE,Dubai,Bachelor,Employed,M,Single,Premium,20215,2
India,Abu Dhabi,Bachelor,Employed,M,Married,Basic,68342,1
Pakistan,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,College,Employed,F,Married,Extended,72608,0
China,Abu Dhabi,Master,Employed,M,Single,Basic,74960,1
Pakistan,Dubai,College,Employed,M,Single,Basic,56342,2
Pakistan,Sharjah,College,Employed,F,Married,Basic,86824,1
China,Dubai,College,Employed,M,Married,Basic,37530,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
India,Sharjah,Bachelor,Employed,F,Single,Basic,53330,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
China,Abu Dhabi,College,Employed,F,Single,Extended,52436,1
UAE,Dubai,Bachelor,Government,F,Divorced,Premium,11885,0
Pakistan,Dubai,High School or Below,Self-Employed,M,Married,Extended,0,2
Other,Abu Dhabi,College,Employed,F,Single,Extended,44536,1
China,Sharjah,Bachelor,Employed,F,Single,Basic,82763,1
China,Dubai,College,Self-Employed,F,Divorced,Extended,0,0
Philipines,Abu Dhabi,Master,Employed,F,Married,Basic,63401,1
Philipines,Dubai,High School or Below,Retired,F,Divorced,Extended,11828,0
Pakistan,Abu Dhabi,Bachelor,Employed,M,Single,Basic,99747,1
India,Dubai,College,Self-Employed,M,Single,Extended,0,2
China,Dubai,High School or Below,Employed,F,Divorced,Basic,78796,0
Pakistan,Sharjah,Bachelor,Employed,F,Married,Basic,79090,1
China,Dubai,College,Employed,M,Divorced,Basic,43906,2
Philipines,Sharjah,High School or Below,Employed,M,Divorced,Extended,82189,1
Pakistan,Abu Dhabi,College,Employed,F,Married,Extended,70263,1
Other,Dubai,Master,Government,M,Single,Extended,19132,2
Philipines,Dubai,High School or Below,Self-Employed,M,Married,Extended,0,2
China,Abu Dhabi,Master,Employed,M,Married,Basic,78127,1
Philipines,Dubai,Bachelor,Employed,M,Married,Basic,92296,1
Pakistan,Sharjah,Doctor,Self-Employed,M,Married,Basic,0,2
India,Sharjah,High School or Below,Employed,F,Married,Basic,80550,1
Philipines,Dubai,College,Employed,F,Married,Extended,51950,0
Pakistan,Dubai,College,Government,F,Married,Basic,20392,0
Other,Abu Dhabi,College,Employed,F,Divorced,Basic,30886,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,Bachelor,Employed,F,Married,Basic,33089,0
Pakistan,Dubai,College,Self-Employed,M,Single,Extended,0,2
Philipines,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Employed,M,Married,Basic,72439,1
Pakistan,Abu Dhabi,Bachelor,Employed,F,Single,Extended,81639,1
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,68815,1
India,Abu Dhabi,College,Self-Employed,F,Married,Basic,0,0
India,Dubai,Bachelor,Employed,F,Married,Basic,25134,0
Philipines,Dubai,High School or Below,Enterpreneur,F,Divorced,Basic,25965,0
Philipines,Dubai,High School or Below,Employed,M,Married,Basic,55193,1
India,Dubai,College,Retired,F,Divorced,Extended,18577,0
China,Dubai,High School or Below,Employed,M,Married,Extended,44368,1
Pakistan,Dubai,College,Retired,M,Single,Extended,13528,2
Pakistan,Sharjah,Master,Retired,F,Married,Basic,21514,1
India,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
Philipines,Abu Dhabi,Bachelor,Employed,F,Married,Extended,87139,1
India,Dubai,High School or Below,Employed,M,Married,Basic,20355,1
India,Dubai,Bachelor,Self-Employed,M,Divorced,Basic,0,2
Other,Dubai,Bachelor,Employed,M,Married,Basic,46210,1
China,Dubai,College,Self-Employed,F,Single,Basic,0,0
UAE,Dubai,High School or Below,Enterpreneur,M,Single,Premium,28613,2
Pakistan,Dubai,Master,Government,M,Divorced,Basic,26057,2
Philipines,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
UAE,Sharjah,High School or Below,Employed,F,Married,Premium,76700,1
China,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Pakistan,Dubai,Master,Employed,M,Married,Basic,45181,1
Pakistan,Dubai,High School or Below,Employed,M,Married,Basic,99845,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Pakistan,Sharjah,High School or Below,Employed,F,Married,Extended,92423,1
Other,Abu Dhabi,Doctor,Employed,F,Married,Basic,43793,1
Other,Dubai,College,Employed,M,Married,Basic,93210,1
Pakistan,Abu Dhabi,Bachelor,Employed,M,Divorced,Extended,58484,1
Pakistan,Dubai,High School or Below,Employed,M,Single,Extended,26876,2
Philipines,Dubai,Bachelor,Employed,F,Married,Basic,48054,0
Philipines,Sharjah,Bachelor,Employed,F,Single,Extended,36800,1
Philipines,Dubai,College,Employed,M,Married,Basic,28663,1
India,Sharjah,College,Employed,F,Married,Extended,54431,1
Other,Sharjah,Bachelor,Employed,F,Divorced,Basic,27608,1
India,Dubai,Bachelor,Retired,M,Divorced,Extended,22103,2
Philipines,Dubai,College,Self-Employed,M,Single,Basic,0,2
Philipines,Dubai,Doctor,Employed,M,Married,Basic,46168,1
Pakistan,Abu Dhabi,College,Employed,M,Married,Extended,83221,1
UAE,Abu Dhabi,Bachelor,Employed,M,Married,Premium,98677,1
India,Dubai,High School or Below,Employed,F,Single,Basic,46379,0
Pakistan,Dubai,College,Employed,F,Married,Basic,62803,0
UAE,Dubai,Bachelor,Self-Employed,M,Single,Premium,0,2
China,Dubai,College,Self-Employed,M,Single,Extended,0,2
India,Dubai,Bachelor,Government,F,Married,Extended,28139,0
Philipines,Abu Dhabi,College,Employed,F,Divorced,Extended,52982,1
Pakistan,Dubai,Bachelor,Employed,F,Divorced,Basic,77095,0
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,26322,1
India,Dubai,College,Enterpreneur,F,Single,Extended,25125,0
Pakistan,Sharjah,High School or Below,Employed,F,Single,Basic,52583,1
Philipines,Dubai,Bachelor,Retired,M,Divorced,Basic,17622,2
India,Sharjah,Master,Employed,M,Single,Basic,90607,1
Philipines,Dubai,Bachelor,Employed,M,Married,Basic,42795,1
UAE,Dubai,High School or Below,Government,F,Divorced,Premium,27042,0
Pakistan,Dubai,College,Employed,M,Married,Basic,27984,1
China,Sharjah,High School or Below,Employed,F,Married,Extended,26021,1
Philipines,Dubai,High School or Below,Government,F,Married,Basic,25448,0
India,Sharjah,Bachelor,Employed,M,Married,Basic,52009,1
Pakistan,Dubai,High School or Below,Enterpreneur,F,Single,Basic,23504,0
Other,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Sharjah,Master,Employed,M,Married,Basic,40774,1
China,Sharjah,College,Employed,M,Married,Extended,36812,1
Pakistan,Dubai,Bachelor,Employed,F,Married,Extended,72540,0
Philipines,Sharjah,Bachelor,Employed,M,Single,Basic,51240,1
India,Dubai,College,Employed,M,Married,Extended,20396,1
Philipines,Dubai,High School or Below,Employed,F,Married,Basic,35654,0
Pakistan,Dubai,High School or Below,Employed,F,Married,Basic,93884,0
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
China,Sharjah,Bachelor,Employed,M,Divorced,Basic,30344,1
Philipines,Abu Dhabi,Bachelor,Employed,F,Divorced,Basic,28738,1
China,Abu Dhabi,High School or Below,Employed,M,Married,Basic,70958,1
UAE,Abu Dhabi,Bachelor,Employed,M,Single,Premium,22103,1
Pakistan,Dubai,College,Self-Employed,F,Single,Basic,0,0
India,Sharjah,Bachelor,Employed,F,Married,Basic,70795,1
Philipines,Abu Dhabi,Master,Employed,F,Married,Extended,32821,1
Philipines,Dubai,College,Enterpreneur,M,Married,Basic,22520,2
China,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,College,Employed,M,Married,Extended,56263,1
China,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
China,Abu Dhabi,College,Employed,M,Divorced,Basic,31993,1
UAE,Abu Dhabi,College,Employed,M,Married,Premium,40994,1
China,Dubai,Bachelor,Employed,M,Married,Basic,29638,1
UAE,Dubai,College,Self-Employed,F,Married,Premium,0,0
Pakistan,Dubai,College,Government,F,Married,Basic,26056,0
Pakistan,Dubai,Doctor,Enterpreneur,F,Married,Extended,22821,0
Other,Abu Dhabi,College,Employed,F,Married,Extended,84581,1
India,Dubai,High School or Below,Enterpreneur,F,Married,Basic,22193,0
Other,Dubai,Bachelor,Employed,M,Divorced,Basic,30969,2
India,Abu Dhabi,College,Employed,F,Married,Extended,70263,1
India,Dubai,High School or Below,Employed,M,Married,Extended,35056,1
Pakistan,Dubai,College,Employed,M,Married,Basic,73435,1
UAE,Dubai,High School or Below,Employed,M,Married,Premium,86096,1
India,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
Pakistan,Sharjah,Master,Employed,M,Married,Basic,55808,1
India,Dubai,Bachelor,Employed,M,Married,Extended,29695,1
India,Sharjah,Bachelor,Employed,F,Married,Basic,88043,1
India,Sharjah,College,Employed,M,Married,Extended,60875,1
Philipines,Abu Dhabi,Bachelor,Self-Employed,M,Married,Extended,0,2
Pakistan,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Other,Dubai,Bachelor,Employed,F,Married,Basic,70974,0
Pakistan,Sharjah,Bachelor,Employed,F,Married,Extended,37518,1
Pakistan,Dubai,College,Employed,M,Married,Basic,28128,1
Pakistan,Dubai,Bachelor,Employed,F,Divorced,Extended,45254,0
Pakistan,Sharjah,Doctor,Employed,F,Married,Basic,85537,1
Pakistan,Dubai,Master,Employed,M,Married,Basic,74608,1
India,Dubai,High School or Below,Employed,F,Married,Basic,41004,0
UAE,Sharjah,Master,Employed,F,Married,Premium,38884,1
India,Dubai,Master,Employed,F,Married,Basic,97131,0
Pakistan,Dubai,Master,Self-Employed,M,Divorced,Extended,0,2
India,Abu Dhabi,College,Employed,M,Divorced,Basic,22331,1
Philipines,Abu Dhabi,Bachelor,Employed,M,Married,Basic,37541,1
Pakistan,Dubai,Bachelor,Government,F,Married,Basic,27357,0
Pakistan,Abu Dhabi,Doctor,Self-Employed,F,Married,Basic,0,0
UAE,Dubai,Bachelor,Government,F,Divorced,Premium,11885,0
UAE,Abu Dhabi,Bachelor,Employed,F,Married,Premium,52717,1
Philipines,Dubai,High School or Below,Employed,F,Divorced,Extended,57693,0
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Philipines,Dubai,Bachelor,Employed,F,Married,Basic,73903,0
UAE,Dubai,Bachelor,Self-Employed,F,Married,Premium,0,0
Pakistan,Dubai,College,Self-Employed,F,Single,Basic,0,0
India,Sharjah,College,Employed,M,Single,Basic,79452,1
China,Dubai,Bachelor,Employed,F,Married,Extended,72540,0
Philipines,Abu Dhabi,College,Employed,F,Married,Basic,89513,1
Other,Sharjah,College,Employed,M,Single,Basic,60920,1
Pakistan,Sharjah,High School or Below,Employed,F,Married,Basic,88669,1
India,Sharjah,Bachelor,Employed,F,Married,Basic,79090,1
Other,Dubai,High School or Below,Enterpreneur,M,Single,Basic,17101,2
